policy,steps,total_demand,total_fulfilled,fill_rate,total_lost_sales,avg_lost_sales_per_step,avg_end_on_hand,sum_reward_env,sum_reward_raw,sum_reward_clipped,avg_order_qty,sum_order_qty
RL_raw,899,61215.84354870141,60363.918414348256,0.9860832574548224,851.9251343531563,0.9476364119612417,662.8976260944751,398758.6829105065,398758.6829105065,409606.7667102773,11.281423804226918,10142.0
RL_guarded,899,61215.84354870141,60459.918414348256,0.9876514789222538,755.9251343531562,0.8408510949423317,670.4892582222545,404624.70745393186,404624.70745393186,408343.71804348344,11.295884315906562,10155.0
