step_idx,t_step,month,demand,rl_order_qty,reward_env,reward_raw,reward_clipped,fulfilled,lost_sales,end_on_hand,baseline_order_qty,delta_order_qty_rl_minus_baseline,baseline_lost_sales,delta_lost_sales_rl_minus_baseline,baseline_reward_env,delta_reward_env_rl_minus_baseline
92,30,8,126.5351013044669,5,1108.521202708462,1108.521202708462,1108.521202708462,126.5351013044669,0.0,684.1490516810361,119,-114,0.0,0.0,-1194.9982866096982,2303.51948931816
93,30,8,0.9409726742851863,17,-203.63188905849833,-203.63188905849833,-203.63188905849833,0.9409726742851863,0.0,785.208079006751,0,17,0.0,0.0,-2088.751378376658,1885.1194893181598
94,30,8,41.03215538243314,5,235.48636909946782,235.48636909946782,235.48636909946782,41.03215538243314,0.0,774.1759236243178,0,5,0.0,0.0,-1679.6331202186923,1915.11948931816
95,31,8,130.9636190811686,1,1171.7937299030561,1171.7937299030561,1171.7937299030561,130.9636190811686,0.0,649.2123045431492,0,1,0.0,0.0,-754.1257594151039,1925.91948931816
96,31,8,2.916231531199537,19,-184.89689929039457,-184.89689929039457,-184.89689929039457,2.916231531199537,0.0,760.2960730119497,0,19,0.0,0.0,-2034.0163886085547,1849.11948931816
97,31,8,47.42967257031754,5,305.72344561484897,305.72344561484897,305.72344561484897,47.42967257031754,0.0,742.8664004416322,81,-76,0.0,0.0,-1924.5960437033114,2230.3194893181603
98,31,8,0.9520767945454975,5,-164.8620967839624,-164.8620967839624,-164.8620967839624,0.9520767945454975,0.0,771.9143236470867,0,5,0.0,0.0,-2141.1815861021228,1976.3194893181603
99,31,8,41.60323797051807,5,243.97016256986706,243.97016256986706,243.97016256986706,41.60323797051807,0.0,760.3110856765686,75,-70,0.0,0.0,-2046.3493267482934,2290.3194893181603
100,32,9,1.053945015227504,9,-184.11197797999318,-184.11197797999318,-184.11197797999318,1.053945015227504,0.0,813.257140661341,2,7,0.0,0.0,-2235.0314672981535,2050.9194893181602
101,32,9,28.6838902193938,2,116.52425210554853,116.52425210554853,116.52425210554853,28.6838902193938,0.0,796.5732504419473,0,2,0.0,0.0,-1941.9952372126118,2058.51948931816
102,32,9,52.35865158382177,2,361.34359606659257,361.34359606659257,361.34359606659257,52.35865158382177,0.0,756.2145988581256,0,2,0.0,0.0,-1694.775893251568,2056.1194893181605
103,32,9,2.694696301238032,2,-137.15701749899716,-137.15701749899716,-137.15701749899716,2.694696301238032,0.0,765.5199025568875,5,-3,0.0,0.0,-2216.8765068171574,2079.7194893181604
104,32,9,173.2161734599495,1,1604.5009887801073,1604.5009887801073,1604.5009887801073,173.2161734599495,0.0,598.303729096938,119,-118,0.0,0.0,-961.8185005380531,2566.3194893181603
105,33,9,44.50248394255804,17,257.86459039470435,257.86459039470435,257.86459039470435,44.50248394255804,0.0,655.80124515438,85,-68,0.0,0.0,-2240.0548989234558,2497.9194893181602
106,33,9,2.691069967632478,19,-188.51133536102472,-188.51133536102472,-188.51133536102472,2.691069967632478,0.0,767.1101751867475,0,19,0.0,0.0,-2397.630824679185,2209.1194893181605
107,33,9,28.19403933140634,5,108.15716614299515,108.15716614299515,108.15716614299515,28.19403933140634,0.0,768.9161358553412,0,5,0.0,0.0,-2136.962323175165,2245.11948931816
108,33,9,143.6927070548214,1,1302.68238478811,1302.68238478811,1302.68238478811,143.6927070548214,0.0,631.2234288005197,0,1,0.0,0.0,-953.2371045300501,2255.9194893181602
109,33,9,0.7739191361639178,17,-194.750710571232,-194.750710571232,-194.750710571232,0.7739191361639178,0.0,732.4495096643558,0,17,0.0,0.0,-2382.270199889392,2187.51948931816
110,34,9,3.207908325584485,13,-173.36923701190943,-173.36923701190943,-173.36923701190943,3.207908325584485,0.0,807.2416013387713,6,7,0.0,0.0,-2387.4887263300693,2214.11948931816
111,34,9,155.3323311459271,1,1413.7414574207023,1413.7414574207023,1413.7414574207023,155.3323311459271,0.0,657.9092701928441,119,-118,0.0,0.0,-1316.9780318974583,2730.7194893181604
112,34,9,28.62630272704701,17,84.00643377731066,84.00643377731066,84.00643377731066,28.62630272704701,0.0,731.2829674657971,70,-53,0.0,0.0,-2515.3130555408497,2599.3194893181603
113,34,9,31.56479562389106,5,149.7043218705294,149.7043218705294,149.7043218705294,31.56479562389106,0.0,729.718171841906,0,5,0.0,0.0,-2264.6151674476314,2414.319489318161
114,34,9,0.8717114434439212,9,-179.85217764525322,-179.85217764525322,-179.85217764525322,0.8717114434439212,0.0,782.8464603984621,2,7,0.0,0.0,-2584.7716669634137,2404.9194893181607
115,35,9,0.9926477125118062,9,-189.244285412072,-189.244285412072,-189.244285412072,0.9926477125118062,0.0,835.8538126859503,0,9,0.0,0.0,-2572.3637747302323,2383.1194893181605
116,35,9,158.2396591809228,1,1437.6737611082226,1437.6737611082226,1437.6737611082226,158.2396591809228,0.0,683.6141535050275,0,1,0.0,0.0,-968.2457282099376,2405.9194893181602
117,35,9,3.315815017485377,13,-162.50151752265464,-162.50151752265464,-162.50151752265464,3.315815017485377,0.0,758.2983384875421,0,13,0.0,0.0,-2516.821006840815,2354.3194893181603
118,35,9,39.50988243374444,5,225.34113312668487,225.34113312668487,225.34113312668487,39.50988243374444,0.0,748.7884560537976,83,-78,0.0,0.0,-2500.5783561914755,2725.9194893181602
119,35,9,31.55376325309284,5,146.09069397078738,146.09069397078738,146.09069397078738,31.55376325309284,0.0,747.2346928007048,0,5,0.0,0.0,-2319.828795347373,2465.9194893181607
120,36,10,0.8628398491537367,9,-183.44597209877287,-183.44597209877287,-183.44597209877287,0.8628398491537367,0.0,800.3718529515511,2,7,0.0,0.0,-2639.9654614169335,2456.5194893181606
121,36,10,43.39373499901922,2,269.1417263996858,269.1417263996858,269.1417263996858,43.39373499901922,0.0,768.9781179525319,0,2,0.0,0.0,-2194.9777629184746,2464.1194893181605
122,36,10,3.572516997041889,2,-130.7559502206791,-130.7559502206791,-130.7559502206791,3.572516997041889,0.0,777.40560095549,6,-4,0.0,0.0,-2622.67543953884,2491.9194893181607
123,36,10,197.81966977767,1,1853.0795115411358,1853.0795115411358,1853.0795115411358,197.81966977767,0.0,585.5859311778199,0,1,0.0,0.0,-617.6399777770246,2470.7194893181604
124,36,10,37.30757815942237,17,187.0201109905442,187.0201109905442,187.0201109905442,37.30757815942237,0.0,650.2783530183975,69,-52,0.0,0.0,-2510.0993783276167,2697.119489318161
125,37,10,0.8189082258196645,17,-198.10280670031895,-198.10280670031895,-198.10280670031895,0.8189082258196645,0.0,751.4594447925779,0,17,0.0,0.0,-2662.82229601848,2464.719489318161
126,37,10,38.09142578307194,2,224.84065402881822,224.84065402881822,224.84065402881822,38.09142578307194,0.0,725.3680190095059,82,-80,0.0,0.0,-2631.8788352893425,2856.719489318161
127,37,10,34.05598950729727,2,188.89748917253098,188.89748917253098,188.89748917253098,34.05598950729727,0.0,703.3120295022087,0,2,0.0,0.0,-2414.42200014563,2603.3194893181612
128,37,10,199.2460760478876,1,1882.447569788012,1882.447569788012,1882.447569788012,199.2460760478876,0.0,510.06595345432106,0,1,0.0,0.0,-722.6719195301489,2605.119489318161
129,37,10,2.825625485526428,19,-157.99181073849465,-157.99181073849465,-157.99181073849465,2.825625485526428,0.0,621.2403279687946,6,13,0.0,0.0,-2716.5113000566557,2558.519489318161
130,38,10,35.20021847864898,17,158.39416288846067,158.39416288846067,158.39416288846067,35.20021847864898,0.0,688.0401094901457,69,-52,0.0,0.0,-2657.5253264297007,2815.9194893181616
131,38,10,31.20672695427421,9,137.90059303556782,137.90059303556782,137.90059303556782,31.20672695427421,0.0,710.8333825358715,0,9,0.0,0.0,-2479.218896282593,2617.119489318161
132,38,10,3.414766188644473,13,-166.9360613830007,-166.9360613830007,-166.9360613830007,3.414766188644473,0.0,785.418616347227,0,13,0.0,0.0,-2756.4555507011614,2589.5194893181606
133,38,10,177.2130049658838,1,1641.2889273825695,1641.2889273825695,1641.2889273825695,177.2130049658838,0.0,614.2056113813433,119,-118,0.0,0.0,-1487.8305619355917,3129.119489318161
134,38,10,1.003250275733817,17,-189.00796946378375,-189.00796946378375,-189.00796946378375,1.003250275733817,0.0,715.2023611056095,2,15,0.0,0.0,-2901.127458781945,2712.119489318161
135,39,10,37.04348062325725,9,192.0030301361021,192.0030301361021,192.0030301361021,37.04348062325725,0.0,732.1588804823523,0,9,0.0,0.0,-2522.316459182059,2714.3194893181612
136,39,10,158.2452620201237,1,1458.4698965087914,1458.4698965087914,1458.4698965087914,158.2452620201237,0.0,579.9136184622286,0,1,0.0,0.0,-1278.6495928093696,2737.119489318161
137,39,10,2.666163178021927,19,-173.58785927662205,-173.58785927662205,-173.58785927662205,2.666163178021927,0.0,691.2474552842066,6,13,0.0,0.0,-2864.107348594783,2690.519489318161
138,39,10,29.77526606575299,9,122.65822281383922,122.65822281383922,122.65822281383922,29.77526606575299,0.0,715.4721892184535,0,9,0.0,0.0,-2564.061266504322,2686.719489318161
139,39,10,0.7755985381082144,9,-177.98333275498692,-177.98333275498692,-177.98333275498692,0.7755985381082144,0.0,768.6965906803454,0,9,0.0,0.0,-2853.902822073148,2675.919489318161
140,40,11,0.900997275210943,9,-187.34914592891747,-187.34914592891747,-187.34914592891747,0.900997275210943,0.0,821.7955934051345,0,9,0.0,0.0,-2852.468635247079,2665.1194893181614
141,40,11,42.03921540687478,2,251.04087846909584,251.04087846909584,251.04087846909584,42.03921540687478,0.0,791.7563779982597,81,-79,0.0,0.0,-2777.8786108490654,3028.919489318161
142,40,11,3.688765653104336,2,-134.12586593798773,-134.12586593798773,-134.12586593798773,3.688765653104336,0.0,800.0676123451553,0,2,0.0,0.0,-2912.6453552561493,2778.5194893181615
143,40,11,215.1044559257254,1,2024.8519279733682,2024.8519279733682,2024.8519279733682,215.1044559257254,0.0,590.9631564194299,119,-118,0.0,0.0,-1260.2675613447932,3285.1194893181614
144,40,11,42.77808030558097,17,241.74378783303996,241.74378783303996,241.74378783303996,42.77808030558097,0.0,650.1850761138489,70,-53,0.0,0.0,-2911.975701485121,3153.7194893181613
145,41,11,3.437894305718888,17,-171.37049330443713,-171.37049330443713,-171.37049330443713,3.437894305718888,0.0,748.74718180813,6,11,0.0,0.0,-3119.889982622599,2948.5194893181615
146,41,11,246.4878921391539,1,2355.2270634577435,2355.2270634577435,2355.2270634577435,246.4878921391539,0.0,508.25928966897607,119,-118,0.0,0.0,-1121.892425860418,3477.1194893181614
147,41,11,1.200744791760098,17,-165.8042610578422,-165.8042610578422,-165.8042610578422,1.200744791760098,0.0,609.058544877216,2,15,0.0,0.0,-3225.9237503760037,3060.1194893181614
148,41,11,41.71624074148791,17,227.29394658773344,227.29394658773344,227.29394658773344,41.71624074148791,0.0,669.3423041357281,0,17,0.0,0.0,-2801.4255427304283,3028.719489318162
