scope,policy,steps,total_demand,total_fulfilled,fill_rate,total_lost_sales,avg_lost_sales_per_step,avg_end_on_hand,sum_reward_env,sum_reward_raw,sum_reward_clipped,avg_order_qty,sum_order_qty
train_env,Baseline,899,61215.84354870141,61201.76246548023,0.9997699764896651,14.081083221182748,0.015663051413996383,49451.58852201949,-8357580.8565975735,-8357580.8565975735,-3823668.401636813,27.89321468298109,25076.0
train_env,RL,899,61215.84354870141,60363.918414348256,0.9860832574548224,851.9251343531563,0.9476364119612417,662.8976260944751,398758.6829105065,398758.6829105065,409606.7667102773,11.281423804226918,10142.0
train_env,RL_guarded,899,61215.84354870141,60459.918414348256,0.9876514789222538,755.9251343531562,0.8408510949423317,670.4892582222545,404624.70745393186,404624.70745393186,408343.71804348344,11.295884315906562,10155.0
test_env,Baseline,179,19077.74032667544,18533.633495541282,0.9714794927587225,544.1068311341598,3.0397029672299434,6011.7340261343525,-77666.15304824658,-77666.15304824658,-50601.78025921492,27.41340782122905,4907.0
test_env,RL,179,19077.74032667544,18521.409254558508,0.970838733382955,556.3310721169349,3.107994816295726,712.7126311202263,116059.11602446486,116059.11602446486,126362.70188457643,17.821229050279328,3190.0
test_env,RL_guarded,179,19077.74032667544,18617.409254558508,0.9758707758762564,460.3310721169345,2.571681967133712,783.6175995057978,120135.71815626143,120135.71815626143,128937.77772757318,17.988826815642458,3220.0
