step_idx,t_step,month,demand,action_order_qty,reward_env,reward_raw,reward_clipped,fulfilled,lost_sales,end_on_hand
51,22,6,39.97915677215322,5,206.53689287552433,206.53689287552433,206.53689287552433,39.97915677215322,0.0,866.273374230039
52,22,6,37.42484036158866,5,182.47869684219646,182.47869684219646,182.47869684219646,37.42484036158866,0.0,858.8485338684504
53,22,6,1.084405573554459,5,-186.7087699234346,-186.7087699234346,-186.7087699234346,1.084405573554459,0.0,887.764128294896
54,22,6,152.6758643065894,0,1379.7409902682325,1379.7409902682325,1379.7409902682325,152.6758643065894,0.0,735.0882639883066
55,23,6,0.9825453176019846,5,-162.99569055812108,-162.99569055812108,-162.99569055812108,0.9825453176019846,0.0,764.1057186707046
56,23,6,40.26216116666993,5,231.85290016589232,231.85290016589232,231.85290016589232,40.26216116666993,0.0,753.8435575040347
57,23,6,188.2255110580359,0,1769.131501291159,1769.131501291159,1769.131501291159,188.2255110580359,0.0,565.6180464459989
58,23,6,3.128888994862263,20,-170.2089415416047,-170.2089415416047,-170.2089415416047,3.128888994862263,0.0,682.4891574511366
59,23,6,44.42599374169379,5,290.6473046750493,290.6473046750493,290.6473046750493,44.42599374169379,0.0,668.0631637094428
60,24,7,3.550785931180225,20,-186.3946162438503,-186.3946162438503,-186.3946162438503,3.550785931180225,0.0,784.5123777782626
61,24,7,153.6437066142601,0,1410.2633319098004,1410.2633319098004,1410.2633319098004,153.6437066142601,0.0,630.8686711640025
62,24,7,0.8997193782658764,15,-184.99659657448856,-184.99659657448856,-184.99659657448856,0.8997193782658764,0.0,719.9689517857366
63,24,7,35.79998430532142,5,195.1660495571312,195.1660495571312,195.1660495571312,35.79998430532142,0.0,714.1689674804152
64,24,7,46.46032972408283,5,305.0615696895619,305.0615696895619,305.0615696895619,46.46032972408283,0.0,697.7086377563323
65,25,7,0.872148442988806,15,-198.64581343278067,-198.64581343278067,-198.64581343278067,0.872148442988806,0.0,786.8364893133436
66,25,7,38.24242281526827,5,206.70541485306762,206.70541485306762,206.70541485306762,38.24242281526827,0.0,778.5940664980753
67,25,7,35.23928523891377,5,177.7218961373054,177.7218961373054,177.7218961373054,35.23928523891377,0.0,773.3547812591615
68,25,7,2.115107161654868,5,-159.09686320295265,-159.09686320295265,-159.09686320295265,2.115107161654868,0.0,801.2396740975066
69,25,7,138.6163007932605,0,1253.6383332717558,1253.6383332717558,1253.6383332717558,138.6163007932605,0.0,662.6233733042461
70,26,7,122.3989501259755,5,1089.944616624101,1089.944616624101,1089.944616624101,122.3989501259755,0.0,570.2244231782706
71,26,7,0.8875756286885538,15,-172.99161322303087,-172.99161322303087,-172.99161322303087,0.8875756286885538,0.0,659.3368475495821
72,26,7,33.68940444450915,5,185.7645558240769,185.7645558240769,185.7645558240769,33.68940444450915,0.0,655.647443105073
73,26,7,40.52708123072011,5,256.2467399323305,256.2467399323305,256.2467399323305,40.52708123072011,0.0,645.1203618743529
74,26,7,2.235354783593309,20,-195.22345358221884,-195.22345358221884,-195.22345358221884,2.235354783593309,0.0,762.8850070907596
75,27,7,0.8976197120459726,5,-169.42128035528302,-169.42128035528302,-169.42128035528302,0.8976197120459726,0.0,791.9873873787136
76,27,7,2.540356809768175,5,-158.48583801610735,-158.48583801610735,-158.48583801610735,2.540356809768175,0.0,819.4470305689455
77,27,7,147.6922910688211,0,1342.571962788186,1342.571962788186,1342.571962788186,147.6922910688211,0.0,671.7547395001244
78,27,7,34.26841239379453,15,147.1868585166793,147.1868585166793,147.1868585166793,34.26841239379453,0.0,727.4863271063299
79,27,7,41.69804863734915,5,253.82283067969536,253.82283067969536,253.82283067969536,41.69804863734915,0.0,715.7882784689807
80,28,8,32.85113730739934,5,165.92394484167713,165.92394484167713,165.92394484167713,32.85113730739934,0.0,712.9371411615814
81,28,8,1.290894053493843,10,-176.4203088866791,-176.4203088866791,-176.4203088866791,1.290894053493843,0.0,771.6462471080876
82,28,8,194.7478643116707,0,1832.0989665574236,1832.0989665574236,1832.0989665574236,194.7478643116707,0.0,576.8983827964169
83,28,8,3.048419012727989,20,-173.28580262945786,-173.28580262945786,-173.28580262945786,3.048419012727989,0.0,693.8499637836888
84,28,8,38.03533061712597,15,181.1903795379471,181.1903795379471,181.1903795379471,38.03533061712597,0.0,745.8146331665629
85,29,8,32.92804043197166,5,160.70308577279835,160.70308577279835,160.70308577279835,32.92804043197166,0.0,742.8865927345912
86,29,8,108.462321207362,0,957.7383577681741,957.7383577681741,957.7383577681741,108.462321207362,0.0,634.4242715272292
87,29,8,0.9495549149736778,15,-185.19939417271434,-185.19939417271434,-185.19939417271434,0.9495549149736778,0.0,723.4747166122555
88,29,8,2.79954754440378,15,-184.13955836953255,-184.13955836953255,-184.13955836953255,2.79954754440378,0.0,810.6751690678517
89,29,8,48.91872860455106,5,310.8359979528505,310.8359979528505,310.8359979528505,48.91872860455106,0.0,791.7564404633006
90,30,8,35.40256877888449,5,176.75491345196173,176.75491345196173,176.75491345196173,35.40256877888449,0.0,786.353871684416
91,30,8,2.072272108111369,5,-162.13359883414725,-162.13359883414725,-162.13359883414725,2.072272108111369,0.0,814.2815995763046
92,30,8,126.5351013044669,5,1101.8017133903015,1101.8017133903015,1101.8017133903015,126.5351013044669,0.0,717.7464982718377
93,30,8,0.9409726742851863,10,-180.95137837665865,-180.95137837665865,-180.95137837665865,0.9409726742851863,0.0,776.8055255975526
94,30,8,41.03215538243314,5,237.1668797813075,237.1668797813075,237.1668797813075,41.03215538243314,0.0,765.7733702151194
95,31,8,130.9636190811686,0,1182.6742405848959,1182.6742405848959,1182.6742405848959,130.9636190811686,0.0,634.8097511339508
96,31,8,2.916231531199537,20,-186.2163886085549,-186.2163886085549,-186.2163886085549,2.916231531199537,0.0,751.8935196027513
97,31,8,47.42967257031754,5,307.40395629668865,307.40395629668865,307.40395629668865,47.42967257031754,0.0,734.4638470324338
98,31,8,0.9520767945454975,5,-163.1815861021227,-163.1815861021227,-163.1815861021227,0.9520767945454975,0.0,763.5117702378883
99,31,8,41.60323797051807,5,245.65067325170673,245.65067325170673,245.65067325170673,41.60323797051807,0.0,751.9085322673702
100,32,9,1.053945015227504,10,-186.6314672981535,-186.6314672981535,-186.6314672981535,1.053945015227504,0.0,810.8545872521427
101,32,9,28.6838902193938,0,130.40476278738822,130.40476278738822,130.40476278738822,28.6838902193938,0.0,782.1706970327489
102,32,9,52.35865158382177,0,377.62410674843227,377.62410674843227,377.62410674843227,52.35865158382177,0.0,729.8120454489272
103,32,9,2.694696301238032,15,-186.4765068171575,-186.4765068171575,-186.4765068171575,2.694696301238032,0.0,817.1173491476891
104,32,9,173.2161734599495,0,1603.381499461947,1603.381499461947,1603.381499461947,173.2161734599495,0.0,643.9011756877396
105,33,9,44.50248394255804,15,257.14510107654405,257.14510107654405,257.14510107654405,44.50248394255804,0.0,689.3986917451816
106,33,9,2.691069967632478,15,-178.43082467918504,-178.43082467918504,-178.43082467918504,2.691069967632478,0.0,776.7076217775491
107,33,9,28.19403933140634,5,106.23767682483481,106.23767682483481,106.23767682483481,28.19403933140634,0.0,778.5135824461428
108,33,9,143.6927070548214,0,1309.9628954699497,1309.9628954699497,1309.9628954699497,143.6927070548214,0.0,634.8208753913214
109,33,9,0.7739191361639178,15,-187.0701998893923,-187.0701998893923,-187.0701998893923,0.7739191361639178,0.0,724.0469562551574
110,34,9,3.207908325584485,15,-180.08872633006973,-180.08872633006973,-180.08872633006973,3.207908325584485,0.0,810.8390479295729
111,34,9,155.3323311459271,0,1422.221968102542,1422.221968102542,1422.221968102542,155.3323311459271,0.0,655.5067167836457
112,34,9,28.62630272704701,15,92.88694445915036,92.88694445915036,92.88694445915036,28.62630272704701,0.0,716.8804140565987
113,34,9,31.56479562389106,5,152.5848325523691,152.5848325523691,152.5848325523691,31.56479562389106,0.0,715.3156184327077
114,34,9,0.8717114434439212,10,-181.17166696341354,-181.17166696341354,-181.17166696341354,0.8717114434439212,0.0,774.4439069892637
115,35,9,0.9926477125118062,10,-191.76377473023234,-191.76377473023234,-191.76377473023234,0.9926477125118062,0.0,833.4512592767519
116,35,9,158.2396591809228,0,1447.3542717900623,1447.3542717900623,1447.3542717900623,158.2396591809228,0.0,675.2116000958291
117,35,9,3.315815017485377,15,-169.22100684081497,-169.22100684081497,-169.22100684081497,3.315815017485377,0.0,761.8957850783437
118,35,9,39.50988243374444,5,224.62164380852454,224.62164380852454,224.62164380852454,39.50988243374444,0.0,752.3859026445992
119,35,9,31.55376325309284,5,145.37120465262709,145.37120465262709,145.37120465262709,31.55376325309284,0.0,750.8321393915064
120,36,10,0.8628398491537367,10,-188.3654614169332,-188.3654614169332,-188.3654614169332,0.8628398491537367,0.0,809.9692995423527
121,36,10,43.39373499901922,0,280.62223708152555,280.62223708152555,280.62223708152555,43.39373499901922,0.0,766.5755645433335
122,36,10,3.572516997041889,0,-116.87543953883942,-116.87543953883942,-116.87543953883942,3.572516997041889,0.0,763.0030475462916
123,36,10,197.81966977767,0,1865.1600222229756,1865.1600222229756,1865.1600222229756,197.81966977767,0.0,565.1833777686215
124,36,10,37.30757815942237,15,199.5006216723839,199.5006216723839,199.5006216723839,37.30757815942237,0.0,617.8757996091991
125,37,10,0.8189082258196645,15,-183.22229601847926,-183.22229601847926,-183.22229601847926,0.8189082258196645,0.0,707.0568913833795
126,37,10,38.09142578307194,10,200.1211647106579,200.1211647106579,200.1211647106579,38.09142578307194,0.0,728.9654656003075
127,37,10,34.05598950729727,0,201.57799985437066,201.57799985437066,201.57799985437066,34.05598950729727,0.0,694.9094760930103
128,37,10,199.2460760478876,0,1893.3280804698516,1893.3280804698516,1893.3280804698516,199.2460760478876,0.0,495.66340004512267
129,37,10,2.825625485526428,20,-159.31130005665497,-159.31130005665497,-159.31130005665497,2.825625485526428,0.0,612.8377745595963
130,38,10,35.20021847864898,15,168.47467357030033,168.47467357030033,168.47467357030033,35.20021847864898,0.0,667.6375560809473
131,38,10,31.20672695427421,15,116.78110371740749,116.78110371740749,116.78110371740749,31.20672695427421,0.0,726.4308291266731
132,38,10,3.414766188644473,15,-178.45555070116103,-178.45555070116103,-178.45555070116103,3.414766188644473,0.0,813.0160629380287
133,38,10,177.2130049658838,0,1644.9694380644091,1644.9694380644091,1644.9694380644091,177.2130049658838,0.0,635.8030579721449
134,38,10,1.003250275733817,15,-184.92745878194407,-184.92745878194407,-184.92745878194407,1.003250275733817,0.0,724.7998076964111
135,39,10,37.04348062325725,10,185.88354081794176,185.88354081794176,185.88354081794176,37.04348062325725,0.0,747.7563270731539
136,39,10,158.2452620201237,0,1464.5504071906312,1464.5504071906312,1464.5504071906312,158.2452620201237,0.0,589.5110650530302
137,39,10,2.666163178021927,20,-179.7073485947824,-179.7073485947824,-179.7073485947824,2.666163178021927,0.0,706.8449018750082
138,39,10,29.77526606575299,10,115.3387334956789,115.3387334956789,115.3387334956789,29.77526606575299,0.0,737.0696358092551
139,39,10,0.7755985381082144,10,-186.50282207314726,-186.50282207314726,-186.50282207314726,0.7755985381082144,0.0,796.294037271147
140,40,11,0.900997275210943,0,-150.0686352470778,-150.0686352470778,-150.0686352470778,0.900997275210943,0.0,795.3930399959361
141,40,11,42.03921540687478,0,269.7213891509355,269.7213891509355,269.7213891509355,42.03921540687478,0.0,753.3538245890613
142,40,11,3.688765653104336,0,-113.04535525614803,-113.04535525614803,-113.04535525614803,3.688765653104336,0.0,749.665058935957
143,40,11,215.1044559257254,0,2044.1324386552078,2044.1324386552078,2044.1324386552078,215.1044559257254,0.0,534.5606030102315
144,40,11,42.77808030558097,15,261.4242985148796,261.4242985148796,261.4242985148796,42.77808030558097,0.0,581.7825227046505
145,41,11,3.437894305718888,15,-149.28998262259745,-149.28998262259745,-149.28998262259745,3.437894305718888,0.0,668.3446283989316
146,41,11,246.4878921391539,5,2354.507574139583,2354.507574139583,2354.507574139583,246.4878921391539,0.0,451.8567362597777
147,41,11,1.200744791760098,15,-146.12375037600253,-146.12375037600253,-146.12375037600253,1.200744791760098,0.0,540.6559914680176
148,41,11,41.71624074148791,15,249.37445726957316,249.37445726957316,249.37445726957316,41.71624074148791,0.0,588.9397507265297
149,41,11,45.60243848902474,15,279.3569224427464,279.3569224427464,279.3569224427464,45.60243848902474,0.0,633.337312237505
150,42,11,1.15040103794084,15,-182.93337186050442,-182.93337186050442,-182.93337186050442,1.15040103794084,0.0,722.1869111995642
151,42,11,3.025962516314968,0,-113.57256457350016,-113.57256457350016,-113.57256457350016,3.025962516314968,0.0,719.1609486832492
152,42,11,52.80543282420524,0,394.7832250702436,394.7832250702436,394.7832250702436,52.80543282420524,0.0,666.355515859044
153,42,11,196.6199752368001,0,1872.2526442435521,1872.2526442435521,1872.2526442435521,196.6199752368001,0.0,469.7355406222439
154,42,11,44.04217253137497,15,287.2830516955759,287.2830516955759,287.2830516955759,44.04217253137497,0.0,515.693368090869
155,43,11,59.88382711897515,15,439.67636299537276,439.67636299537276,439.67636299537276,59.88382711897515,0.0,545.8095409718937
156,43,11,4.117643446355032,15,-135.16194504155743,-135.16194504155743,-135.16194504155743,4.117643446355032,0.0,631.6918975255387
157,43,11,57.35067417117897,15,390.63849704091774,390.63849704091774,390.63849704091774,57.35067417117897,0.0,664.3412233543597
158,43,11,1.108291522384727,15,-189.56367114254772,-189.56367114254772,-189.56367114254772,1.108291522384727,0.0,753.232931831975
159,43,11,222.8076288325463,0,2121.991227725577,2121.991227725577,2121.991227725577,222.8076288325463,0.0,530.4253029994286
160,44,12,1.11402218857653,15,-162.7220342764051,-162.7220342764051,-162.7220342764051,1.11402218857653,0.0,619.311280810852
161,44,12,190.5264100211744,5,1798.5071260538084,1798.5071260538084,1798.5071260538084,190.5264100211744,0.0,458.78487078967765
162,44,12,29.95976067020638,15,145.83258467816955,145.83258467816955,145.83258467816955,29.95976067020638,0.0,518.8251101194712
163,44,12,36.77725551388891,15,203.36298421777263,203.36298421777263,203.36298421777263,36.77725551388891,0.0,572.0478546055823
164,44,12,3.167431586030835,15,-150.10176874360195,-150.10176874360195,-150.10176874360195,3.167431586030835,0.0,658.8804230195515
165,45,12,38.70129746318738,15,194.977149520601,194.977149520601,194.977149520601,38.70129746318738,0.0,710.179125556364
166,45,12,0.7921718297898172,15,-201.9556724474167,-201.9556724474167,-201.9556724474167,0.7921718297898172,0.0,799.3869537265742
167,45,12,32.26832321233631,0,169.25950602051557,169.25950602051557,169.25950602051557,32.26832321233631,0.0,767.1186305142379
168,45,12,147.0165959070202,0,1346.1455521487585,1346.1455521487585,1346.1455521487585,147.0165959070202,0.0,620.1020346072178
169,45,12,2.774234531074334,15,-163.72321470448537,-163.72321470448537,-163.72321470448537,2.774234531074334,0.0,707.3278000761435
170,46,12,203.3662246157543,0,1932.8699310654652,1932.8699310654652,1932.8699310654652,203.3662246157543,0.0,503.9615754603892
171,46,12,0.6771665117357393,15,-161.8852166723733,-161.8852166723733,-161.8852166723733,0.6771665117357393,0.0,593.2844089486534
172,46,12,34.37238296042152,15,163.9414244065688,163.9414244065688,163.9414244065688,34.37238296042152,0.0,648.9120259882319
173,46,12,3.264432335666329,15,-164.48519537384982,-164.48519537384982,-164.48519537384982,3.264432335666329,0.0,735.6475936525655
174,46,12,46.30355581722649,0,325.1667506051971,325.1667506051971,325.1667506051971,46.30355581722649,0.0,689.344037835339
175,47,12,0.8278523101637006,15,-197.42471400339807,-197.42471400339807,-197.42471400339807,0.8278523101637006,0.0,778.5161855251753
176,47,12,26.74556927746363,0,117.10156952509399,117.10156952509399,117.10156952509399,26.74556927746363,0.0,751.7706162477116
177,47,12,35.01931800611636,0,206.8429204128445,206.8429204128445,206.8429204128445,35.01931800611636,0.0,716.7512982415952
178,47,12,158.8806604716927,0,1477.2324771629462,1477.2324771629462,1477.2324771629462,158.8806604716927,0.0,557.8706377699025
179,47,12,2.810142048585968,15,-150.91067865840364,-150.91067865840364,-150.91067865840364,2.810142048585968,0.0,645.0604957213166
180,48,1,1.890037525134657,20,-198.73371638788984,-198.73371638788984,-198.73371638788984,1.890037525134657,0.0,763.1704581961819
181,48,1,0.6388913375741126,5,-172.11739999598043,-172.11739999598043,-172.11739999598043,0.6388913375741126,0.0,792.5315668586078
182,48,1,57.02628208549209,5,397.16176390029784,397.16176390029784,397.16176390029784,57.02628208549209,0.0,765.5052847731157
183,48,1,119.3364973219809,5,1038.131215729582,1038.131215729582,1038.131215729582,119.3364973219809,0.0,676.1687874511348
184,48,1,24.31891918466648,20,23.819218193371142,23.819218193371142,23.819218193371142,24.31891918466648,0.0,771.8498682664683
185,49,1,69.43983890082833,5,527.9163831351555,527.9163831351555,527.9163831351555,69.43983890082833,0.0,732.41002936564
186,49,1,0.7583121496396611,20,-227.74722194680345,-227.74722194680345,-227.74722194680345,0.7583121496396611,0.0,851.6517172160003
187,49,1,1.540198694056181,5,-180.62031676382702,-180.62031676382702,-180.62031676382702,1.540198694056181,0.0,880.1115185219442
188,49,1,38.37235592575767,5,189.37572673833935,189.37572673833935,189.37572673833935,38.37235592575767,0.0,871.7391625961865
189,49,1,139.7830929471133,5,1225.4397155413183,1225.4397155413183,1225.4397155413183,139.7830929471133,0.0,761.9560696490732
190,50,1,2.806995735216739,20,-212.75985743060392,-212.75985743060392,-212.75985743060392,2.806995735216739,0.0,879.1490739138565
191,50,1,0.7764600998408743,5,-193.90992176439437,-193.90992176439437,-193.90992176439437,0.7764600998408743,0.0,908.3726138140156
192,50,1,154.7418026859803,5,1370.6918646341958,1370.6918646341958,1370.6918646341958,154.7418026859803,0.0,783.6308111280352
193,50,1,32.5286665558605,5,149.06623664417,149.06623664417,149.06623664417,32.5286665558605,0.0,781.1021445721748
194,50,1,59.37916577848736,5,423.4470620261362,423.4470620261362,423.4470620261362,59.37916577848736,0.0,751.7229787936874
195,51,1,160.5638654375322,5,1461.406831704091,1461.406831704091,1461.406831704091,160.5638654375322,0.0,621.1591133561552
196,51,1,50.51094689969792,20,301.9798357056877,301.9798357056877,301.9798357056877,50.51094689969792,0.0,690.6481664564573
197,51,1,3.228737391176981,20,-194.19651190128627,-194.19651190128627,-194.19651190128627,3.228737391176981,0.0,807.4194290652803
198,51,1,0.6513613673921139,5,-180.8399998656565,-180.8399998656565,-180.8399998656565,0.6513613673921139,0.0,836.7680676978881
199,51,1,34.9338821858135,5,162.9719847557201,162.9719847557201,162.9719847557201,34.9338821858135,0.0,831.8341855120746
200,52,2,53.78482464078257,5,356.23837423356724,356.23837423356724,356.23837423356724,53.78482464078257,0.0,808.049360871292
201,52,2,0.9000518487714071,5,-178.42934331679007,-178.42934331679007,-178.42934331679007,0.9000518487714071,0.0,837.1493090225206
202,52,2,2.279283912788734,5,-170.18116589405903,-170.18116589405903,-170.18116589405903,2.279283912788734,0.0,864.8700251097318
203,52,2,35.37475914080164,5,161.8485382142304,161.8485382142304,161.8485382142304,35.37475914080164,0.0,859.4952659689302
204,52,2,170.7312220785087,5,1543.5594120070027,1543.5594120070027,1543.5594120070027,170.7312220785087,0.0,718.7640438904215
205,53,2,0.7861716235943482,20,-224.73385821742195,-224.73385821742195,-224.73385821742195,0.7861716235943482,0.0,837.9778722668271
206,53,2,58.36657772438245,5,401.7435183353356,401.7435183353356,401.7435183353356,58.36657772438245,0.0,809.6112945424447
207,53,2,141.3896591920044,5,1254.2522648499557,1254.2522648499557,1254.2522648499557,141.3896591920044,0.0,698.2216353504404
208,53,2,36.74464120746392,20,146.15101324604393,146.15101324604393,146.15101324604393,36.74464120746392,0.0,781.4769941429764
209,53,2,2.287547424041899,20,-221.96241510336793,-221.96241510336793,-221.96241510336793,2.287547424041899,0.0,899.1894467189345
210,54,2,2.320644245692974,5,-182.16731803771856,-182.16731803771856,-182.16731803771856,2.320644245692974,0.0,926.8688024732415
211,54,2,32.43862799108035,5,119.50024501437127,119.50024501437127,119.50024501437127,32.43862799108035,0.0,924.4301744821612
212,54,2,164.3004460619493,5,1464.9785149354504,1464.9785149354504,1464.9785149354504,164.3004460619493,0.0,790.1297284202119
213,54,2,49.40316521961338,5,319.88633955601404,319.88633955601404,319.88633955601404,49.40316521961338,0.0,770.7265632005985
214,54,2,0.8903210812928836,5,-171.0640376109323,-171.0640376109323,-171.0640376109323,0.8903210812928836,0.0,799.8362421193057
215,55,2,196.0286375664515,0,1839.524854753944,1839.524854753944,1839.524854753944,196.0286375664515,0.0,603.8076045528542
216,55,2,2.022015987396727,20,-189.13695783912422,-189.13695783912422,-189.13695783912422,2.022015987396727,0.0,721.7855885654575
217,55,2,0.5487552571915606,20,-227.75981408973757,-227.75981408973757,-227.75981408973757,0.5487552571915606,0.0,841.2368333082659
218,55,2,53.91426058818079,5,355.6780913377909,355.6780913377909,355.6780913377909,53.91426058818079,0.0,817.3225727200851
219,55,2,32.4459976318331,5,141.4846613006806,141.4846613006806,141.4846613006806,32.4459976318331,0.0,814.876575088252
220,56,3,0.8009163718321725,5,-180.80596802496225,-180.80596802496225,-180.80596802496225,0.8009163718321725,0.0,844.0756587164199
221,56,3,34.09429074389938,5,152.94663384448964,152.94663384448964,152.94663384448964,34.09429074389938,0.0,839.9813679725205
222,56,3,75.77767995958322,5,578.9360619932447,578.9360619932447,578.9360619932447,75.77767995958322,0.0,794.2036880129373
223,56,3,2.966435384366981,20,-217.58309668204427,-217.58309668204427,-217.58309668204427,2.966435384366981,0.0,911.2372526285703
